Device,Bus Voltage (V),Shunt Voltage (V),Current (A),Power (W),Timestamp
CCTV,4.912,0.238,2.378,11.6788,2024-11-23 22:14:12
CCTV,4.904,0.249,2.490,12.2090,2024-11-23 22:14:13
CCTV,4.888,0.262,2.621,12.8105,2024-11-23 22:14:14
CCTV,4.904,0.267,2.666,13.0721,2024-11-23 22:14:15
CCTV,4.896,0.246,2.464,12.0637,2024-11-23 22:14:16
CCTV,4.896,0.245,2.451,12.0011,2024-11-23 22:14:17
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:14:18
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:14:19
CCTV,4.896,0.245,2.448,11.9854,2024-11-23 22:14:20
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:14:21
CCTV,4.896,0.245,2.448,11.9854,2024-11-23 22:14:22
CCTV,4.896,0.245,2.448,11.9854,2024-11-23 22:14:23
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:14:24
CCTV,4.864,0.268,2.685,13.0589,2024-11-23 22:14:25
CCTV,4.896,0.246,2.461,12.0481,2024-11-23 22:14:26
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:14:27
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:14:28
CCTV,4.896,0.244,2.445,11.9697,2024-11-23 22:14:29
CCTV,4.896,0.246,2.461,12.0481,2024-11-23 22:14:30
CCTV,4.896,0.246,2.461,12.0481,2024-11-23 22:14:31
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:14:32
CCTV,4.904,0.243,2.429,11.9108,2024-11-23 22:14:33
CCTV,4.888,0.260,2.595,12.6853,2024-11-23 22:14:34
CCTV,4.888,0.254,2.541,12.4194,2024-11-23 22:14:35
CCTV,4.896,0.252,2.522,12.3458,2024-11-23 22:14:36
CCTV,4.904,0.236,2.355,11.5499,2024-11-23 22:14:37
CCTV,4.904,0.236,2.355,11.5499,2024-11-23 22:14:38
CCTV,4.904,0.235,2.352,11.5342,2024-11-23 22:14:39
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:14:40
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:14:41
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:14:42
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:14:43
CCTV,4.904,0.236,2.365,11.5970,2024-11-23 22:14:44
CCTV,4.912,0.238,2.378,11.6788,2024-11-23 22:14:45
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:14:46
CCTV,4.880,0.261,2.611,12.7427,2024-11-23 22:14:47
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:14:48
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:14:49
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:14:50
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:14:51
CCTV,4.904,0.236,2.358,11.5656,2024-11-23 22:14:52
CCTV,4.904,0.236,2.355,11.5499,2024-11-23 22:14:53
CCTV,4.912,0.244,2.438,11.9774,2024-11-23 22:14:54
CCTV,4.912,0.244,2.438,11.9774,2024-11-23 22:14:55
CCTV,4.912,0.244,2.442,11.9931,2024-11-23 22:14:56
CCTV,4.912,0.244,2.442,11.9931,2024-11-23 22:14:57
CCTV,4.880,0.266,2.656,12.9613,2024-11-23 22:14:58
CCTV,4.896,0.246,2.461,12.0481,2024-11-23 22:14:59
CCTV,4.896,0.246,2.464,12.0637,2024-11-23 22:15:00
CCTV,4.872,0.266,2.662,12.9712,2024-11-23 22:15:01
CCTV,4.880,0.264,2.640,12.8832,2024-11-23 22:15:02
CCTV,4.872,0.267,2.669,13.0024,2024-11-23 22:15:03
CCTV,4.904,0.244,2.435,11.9422,2024-11-23 22:15:04
CCTV,4.896,0.243,2.432,11.9071,2024-11-23 22:15:05
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:15:06
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:15:07
CCTV,4.896,0.243,2.432,11.9071,2024-11-23 22:15:08
CCTV,4.896,0.247,2.470,12.0951,2024-11-23 22:15:09
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:15:10
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:15:11
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:15:12
CCTV,4.896,0.244,2.435,11.9227,2024-11-23 22:15:13
CCTV,4.904,0.245,2.454,12.0364,2024-11-23 22:15:14
CCTV,4.912,0.241,2.410,11.8360,2024-11-23 22:15:15
CCTV,4.912,0.239,2.394,11.7574,2024-11-23 22:15:16
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:15:17
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:15:18
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:15:19
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:15:20
CCTV,4.912,0.236,2.358,11.5845,2024-11-23 22:15:21
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:15:22
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:15:23
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:15:24
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:15:25
CCTV,4.904,0.236,2.355,11.5499,2024-11-23 22:15:26
CCTV,4.904,0.237,2.371,11.6284,2024-11-23 22:15:27
CCTV,4.912,0.236,2.358,11.5845,2024-11-23 22:15:28
CCTV,4.912,0.236,2.362,11.6002,2024-11-23 22:15:29
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:15:30
CCTV,4.920,0.235,2.349,11.5561,2024-11-23 22:15:31
CCTV,4.912,0.234,2.342,11.5059,2024-11-23 22:15:32
CCTV,4.904,0.235,2.352,11.5342,2024-11-23 22:15:33
CCTV,4.904,0.235,2.346,11.5028,2024-11-23 22:15:34
CCTV,4.904,0.245,2.448,12.0050,2024-11-23 22:15:35
CCTV,4.904,0.244,2.438,11.9579,2024-11-23 22:15:36
CCTV,4.912,0.244,2.435,11.9617,2024-11-23 22:15:37
CCTV,4.904,0.244,2.435,11.9422,2024-11-23 22:15:38
CCTV,4.896,0.244,2.435,11.9227,2024-11-23 22:15:39
CCTV,4.896,0.244,2.445,11.9697,2024-11-23 22:15:40
CCTV,4.888,0.264,2.640,12.9043,2024-11-23 22:15:41
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:15:42
CCTV,4.896,0.245,2.454,12.0167,2024-11-23 22:15:43
CCTV,4.896,0.246,2.461,12.0481,2024-11-23 22:15:44
CCTV,4.896,0.246,2.464,12.0637,2024-11-23 22:15:45
CCTV,4.896,0.245,2.451,12.0011,2024-11-23 22:15:46
CCTV,4.904,0.244,2.435,11.9422,2024-11-23 22:15:47
CCTV,4.896,0.243,2.429,11.8914,2024-11-23 22:15:48
CCTV,4.896,0.246,2.458,12.0324,2024-11-23 22:15:49
CCTV,4.896,0.244,2.445,11.9697,2024-11-23 22:15:50
CCTV,4.896,0.244,2.435,11.9227,2024-11-23 22:15:51
CCTV,4.872,0.248,2.477,12.0670,2024-11-23 22:15:52
CCTV,4.896,0.243,2.429,11.8914,2024-11-23 22:15:53
CCTV,4.896,0.243,2.429,11.8914,2024-11-23 22:15:54
CCTV,4.904,0.243,2.426,11.8951,2024-11-23 22:15:55
CCTV,4.904,0.236,2.358,11.5656,2024-11-23 22:15:56
CCTV,4.904,0.235,2.349,11.5185,2024-11-23 22:15:57
CCTV,4.912,0.240,2.400,11.7888,2024-11-23 22:15:58
CCTV,4.912,0.236,2.365,11.6159,2024-11-23 22:15:59
CCTV,4.912,0.236,2.362,11.6002,2024-11-23 22:16:00
CCTV,4.896,0.246,2.458,12.0324,2024-11-23 22:16:01
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:16:02
CCTV,4.904,0.236,2.365,11.5970,2024-11-23 22:16:03
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:16:04
CCTV,4.880,0.254,2.544,12.4147,2024-11-23 22:16:05
CCTV,4.888,0.254,2.538,12.4038,2024-11-23 22:16:06
CCTV,4.912,0.234,2.342,11.5059,2024-11-23 22:16:07
CCTV,4.912,0.234,2.342,11.5059,2024-11-23 22:16:08
CCTV,4.904,0.235,2.352,11.5342,2024-11-23 22:16:09
CCTV,4.904,0.235,2.352,11.5342,2024-11-23 22:16:10
CCTV,4.904,0.236,2.355,11.5499,2024-11-23 22:16:11
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:16:12
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:16:13
CCTV,4.912,0.236,2.365,11.6159,2024-11-23 22:16:14
CCTV,4.912,0.236,2.358,11.5845,2024-11-23 22:16:15
CCTV,4.912,0.244,2.438,11.9774,2024-11-23 22:16:16
CCTV,4.912,0.246,2.458,12.0717,2024-11-23 22:16:17
CCTV,4.912,0.247,2.467,12.1189,2024-11-23 22:16:18
CCTV,4.904,0.246,2.458,12.0521,2024-11-23 22:16:19
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:16:20
CCTV,4.888,0.248,2.483,12.1379,2024-11-23 22:16:21
CCTV,4.896,0.244,2.445,11.9697,2024-11-23 22:16:22
CCTV,4.896,0.244,2.435,11.9227,2024-11-23 22:16:23
CCTV,4.896,0.260,2.598,12.7218,2024-11-23 22:16:24
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:16:25
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:16:26
CCTV,4.896,0.245,2.451,12.0011,2024-11-23 22:16:27
CCTV,4.904,0.245,2.454,12.0364,2024-11-23 22:16:28
CCTV,4.872,0.265,2.650,12.9089,2024-11-23 22:16:29
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:16:30
CCTV,4.896,0.244,2.435,11.9227,2024-11-23 22:16:31
CCTV,4.896,0.246,2.458,12.0324,2024-11-23 22:16:32
CCTV,4.888,0.250,2.502,12.2317,2024-11-23 22:16:33
CCTV,4.904,0.244,2.445,11.9893,2024-11-23 22:16:34
CCTV,4.880,0.251,2.512,12.2586,2024-11-23 22:16:35
CCTV,4.912,0.238,2.384,11.7102,2024-11-23 22:16:36
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:16:37
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:16:38
CCTV,4.904,0.238,2.378,11.6597,2024-11-23 22:16:39
CCTV,4.880,0.253,2.531,12.3523,2024-11-23 22:16:40
CCTV,4.912,0.237,2.374,11.6631,2024-11-23 22:16:41
CCTV,4.912,0.236,2.362,11.6002,2024-11-23 22:16:42
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:16:43
CCTV,4.888,0.255,2.547,12.4507,2024-11-23 22:16:44
CCTV,4.896,0.255,2.547,12.4711,2024-11-23 22:16:45
CCTV,4.896,0.255,2.547,12.4711,2024-11-23 22:16:46
CCTV,4.920,0.236,2.358,11.6033,2024-11-23 22:16:47
CCTV,4.912,0.236,2.365,11.6159,2024-11-23 22:16:48
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:16:49
CCTV,4.888,0.254,2.538,12.4038,2024-11-23 22:16:50
CCTV,4.864,0.272,2.723,13.2456,2024-11-23 22:16:51
CCTV,4.920,0.234,2.339,11.5089,2024-11-23 22:16:52
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:16:53
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:16:54
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:16:55
CCTV,4.872,0.256,2.560,12.4723,2024-11-23 22:16:57
CCTV,4.912,0.244,2.445,12.0089,2024-11-23 22:16:58
CCTV,4.912,0.245,2.451,12.0403,2024-11-23 22:16:59
CCTV,4.904,0.244,2.445,11.9893,2024-11-23 22:17:00
CCTV,4.888,0.244,2.445,11.9502,2024-11-23 22:17:01
CCTV,4.896,0.245,2.454,12.0167,2024-11-23 22:17:02
CCTV,4.872,0.264,2.637,12.8465,2024-11-23 22:17:03
CCTV,4.896,0.246,2.464,12.0637,2024-11-23 22:17:04
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:17:05
CCTV,4.896,0.244,2.445,11.9697,2024-11-23 22:17:06
CCTV,4.864,0.258,2.582,12.5608,2024-11-23 22:17:07
CCTV,4.864,0.264,2.643,12.8565,2024-11-23 22:17:08
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:17:09
CCTV,4.896,0.244,2.445,11.9697,2024-11-23 22:17:10
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:17:11
CCTV,4.896,0.243,2.432,11.9071,2024-11-23 22:17:12
CCTV,4.896,0.244,2.435,11.9227,2024-11-23 22:17:13
CCTV,4.880,0.262,2.618,12.7739,2024-11-23 22:17:14
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:17:15
CCTV,4.896,0.243,2.432,11.9071,2024-11-23 22:17:16
CCTV,4.912,0.245,2.448,12.0246,2024-11-23 22:17:17
CCTV,4.912,0.240,2.400,11.7888,2024-11-23 22:17:18
CCTV,4.880,0.252,2.522,12.3054,2024-11-23 22:17:19
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:17:20
CCTV,4.904,0.234,2.342,11.4871,2024-11-23 22:17:21
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:17:22
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:17:23
CCTV,4.904,0.236,2.365,11.5970,2024-11-23 22:17:24
CCTV,4.904,0.236,2.355,11.5499,2024-11-23 22:17:25
CCTV,4.912,0.234,2.342,11.5059,2024-11-23 22:17:26
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:17:27
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:17:28
CCTV,4.904,0.235,2.352,11.5342,2024-11-23 22:17:29
CCTV,4.904,0.235,2.352,11.5342,2024-11-23 22:17:30
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:17:31
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:17:32
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:17:33
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:17:34
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:17:35
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:17:36
CCTV,4.888,0.254,2.544,12.4351,2024-11-23 22:17:37
CCTV,4.888,0.254,2.541,12.4194,2024-11-23 22:17:38
CCTV,4.920,0.237,2.368,11.6506,2024-11-23 22:17:39
CCTV,4.920,0.243,2.432,11.9654,2024-11-23 22:17:40
CCTV,4.904,0.243,2.432,11.9265,2024-11-23 22:17:41
CCTV,4.896,0.244,2.445,11.9697,2024-11-23 22:17:42
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:17:43
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:17:44
CCTV,4.896,0.244,2.445,11.9697,2024-11-23 22:17:45
CCTV,4.896,0.247,2.467,12.0794,2024-11-23 22:17:46
CCTV,4.904,0.246,2.461,12.0678,2024-11-23 22:17:47
CCTV,4.904,0.246,2.464,12.0835,2024-11-23 22:17:48
CCTV,4.904,0.245,2.448,12.0050,2024-11-23 22:17:49
CCTV,4.904,0.244,2.435,11.9422,2024-11-23 22:17:50
CCTV,4.896,0.250,2.496,12.2204,2024-11-23 22:17:51
CCTV,4.896,0.243,2.429,11.8914,2024-11-23 22:17:52
CCTV,4.904,0.244,2.445,11.9893,2024-11-23 22:17:53
CCTV,4.896,0.244,2.435,11.9227,2024-11-23 22:17:54
CCTV,4.896,0.243,2.432,11.9071,2024-11-23 22:17:55
CCTV,4.896,0.243,2.432,11.9071,2024-11-23 22:17:56
CCTV,4.904,0.243,2.429,11.9108,2024-11-23 22:17:57
CCTV,4.904,0.241,2.410,11.8167,2024-11-23 22:17:58
CCTV,4.904,0.236,2.355,11.5499,2024-11-23 22:17:59
CCTV,4.904,0.235,2.349,11.5185,2024-11-23 22:18:00
CCTV,4.912,0.238,2.381,11.6945,2024-11-23 22:18:01
CCTV,4.888,0.254,2.544,12.4351,2024-11-23 22:18:02
CCTV,4.888,0.256,2.563,12.5289,2024-11-23 22:18:03
CCTV,4.896,0.254,2.544,12.4554,2024-11-23 22:18:04
CCTV,4.920,0.234,2.342,11.5246,2024-11-23 22:18:05
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:18:06
CCTV,4.912,0.236,2.365,11.6159,2024-11-23 22:18:07
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:18:08
CCTV,4.912,0.234,2.342,11.5059,2024-11-23 22:18:09
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:18:10
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:18:11
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:18:12
CCTV,4.904,0.236,2.355,11.5499,2024-11-23 22:18:13
CCTV,4.904,0.236,2.365,11.5970,2024-11-23 22:18:14
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:18:15
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:18:16
CCTV,4.912,0.236,2.365,11.6159,2024-11-23 22:18:17
CCTV,4.912,0.236,2.362,11.6002,2024-11-23 22:18:18
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:18:19
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:18:20
CCTV,4.912,0.246,2.458,12.0717,2024-11-23 22:18:21
CCTV,4.904,0.246,2.464,12.0835,2024-11-23 22:18:22
CCTV,4.904,0.244,2.442,11.9736,2024-11-23 22:18:23
CCTV,4.904,0.244,2.435,11.9422,2024-11-23 22:18:24
CCTV,4.896,0.243,2.432,11.9071,2024-11-23 22:18:25
CCTV,4.904,0.244,2.435,11.9422,2024-11-23 22:18:26
CCTV,4.904,0.244,2.438,11.9579,2024-11-23 22:18:27
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:18:28
CCTV,4.896,0.244,2.445,11.9697,2024-11-23 22:18:29
CCTV,4.904,0.244,2.445,11.9893,2024-11-23 22:18:30
CCTV,4.904,0.246,2.458,12.0521,2024-11-23 22:18:31
CCTV,4.904,0.246,2.458,12.0521,2024-11-23 22:18:32
CCTV,4.904,0.244,2.445,11.9893,2024-11-23 22:18:33
CCTV,4.904,0.244,2.435,11.9422,2024-11-23 22:18:34
CCTV,4.904,0.245,2.454,12.0364,2024-11-23 22:18:35
CCTV,4.904,0.245,2.454,12.0364,2024-11-23 22:18:36
CCTV,4.904,0.245,2.454,12.0364,2024-11-23 22:18:37
CCTV,4.904,0.243,2.429,11.9108,2024-11-23 22:18:38
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:18:39
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:18:40
CCTV,4.912,0.235,2.346,11.5216,2024-11-23 22:18:41
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:18:42
CCTV,4.896,0.254,2.544,12.4554,2024-11-23 22:18:43
CCTV,4.896,0.254,2.544,12.4554,2024-11-23 22:18:44
CCTV,4.896,0.254,2.544,12.4554,2024-11-23 22:18:45
CCTV,4.912,0.236,2.365,11.6159,2024-11-23 22:18:46
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:18:47
CCTV,4.912,0.235,2.352,11.5530,2024-11-23 22:18:48
CCTV,4.912,0.235,2.349,11.5373,2024-11-23 22:18:49
CCTV,4.912,0.237,2.374,11.6631,2024-11-23 22:18:50
CCTV,4.912,0.237,2.368,11.6316,2024-11-23 22:18:51
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:18:52
CCTV,4.888,0.254,2.541,12.4194,2024-11-23 22:18:53
CCTV,4.888,0.254,2.538,12.4038,2024-11-23 22:18:54
CCTV,4.896,0.254,2.538,12.4241,2024-11-23 22:18:55
CCTV,4.920,0.235,2.349,11.5561,2024-11-23 22:18:56
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:18:57
CCTV,4.912,0.236,2.355,11.5687,2024-11-23 22:18:58
CCTV,4.896,0.255,2.550,12.4868,2024-11-23 22:18:59
CCTV,4.896,0.255,2.554,12.5024,2024-11-23 22:19:00
CCTV,4.920,0.236,2.362,11.6191,2024-11-23 22:19:01
CCTV,4.912,0.244,2.442,11.9931,2024-11-23 22:19:02
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:19:03
CCTV,4.896,0.245,2.448,11.9854,2024-11-23 22:19:04
CCTV,4.896,0.246,2.461,12.0481,2024-11-23 22:19:05
CCTV,4.896,0.246,2.464,12.0637,2024-11-23 22:19:06
CCTV,4.872,0.262,2.624,12.7841,2024-11-23 22:19:07
CCTV,4.896,0.244,2.435,11.9227,2024-11-23 22:19:08
CCTV,4.896,0.244,2.435,11.9227,2024-11-23 22:19:09
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:19:10
CCTV,4.904,0.244,2.435,11.9422,2024-11-23 22:19:11
CCTV,4.896,0.244,2.442,11.9541,2024-11-23 22:19:12
CCTV,4.896,0.244,2.438,11.9384,2024-11-23 22:19:13
CCTV,4.896,0.243,2.432,11.9071,2024-11-23 22:19:14
CCTV,4.896,0.246,2.464,12.0637,2024-11-23 22:19:15
CCTV,4.904,0.244,2.435,11.9422,2024-11-23 22:19:16
