Device,Bus Voltage (V),Shunt Voltage (V),Current (A),Power (W),Timestamp
Smoke Detector,5.064,0.126,1.261,6.3847,2024-11-23 22:17:40
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:41
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:42
Smoke Detector,5.072,0.126,1.264,6.4110,2024-11-23 22:17:43
Smoke Detector,5.072,0.126,1.264,6.4110,2024-11-23 22:17:44
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:45
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:46
Smoke Detector,5.072,0.126,1.264,6.4110,2024-11-23 22:17:47
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:48
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:49
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:50
Smoke Detector,5.040,0.126,1.264,6.3706,2024-11-23 22:17:51
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:52
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:53
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:17:54
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:17:55
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:56
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:17:57
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:17:58
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:17:59
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:00
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:01
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:02
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:03
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:04
Smoke Detector,5.072,0.126,1.264,6.4110,2024-11-23 22:18:05
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:06
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:07
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:08
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:09
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:10
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:11
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:12
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:13
Smoke Detector,5.072,0.125,1.254,6.3623,2024-11-23 22:18:14
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:15
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:16
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:17
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:18
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:19
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:20
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:21
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:22
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:23
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:24
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:25
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:26
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:27
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:28
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:29
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:30
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:31
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:32
Smoke Detector,5.072,0.126,1.264,6.4110,2024-11-23 22:18:33
Smoke Detector,5.040,0.126,1.261,6.3544,2024-11-23 22:18:34
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:35
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:36
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:37
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:38
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:39
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:40
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:41
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:42
Smoke Detector,5.072,0.125,1.254,6.3623,2024-11-23 22:18:43
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:44
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:45
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:46
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:47
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:48
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:49
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:50
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:18:51
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:52
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:53
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:54
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:55
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:56
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:57
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:58
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:18:59
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:19:00
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:19:01
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:19:02
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:19:03
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:19:04
Smoke Detector,5.072,0.126,1.258,6.3785,2024-11-23 22:19:05
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:06
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:07
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:08
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:09
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:10
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:11
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:12
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:13
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:14
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:15
Smoke Detector,5.072,0.126,1.261,6.3948,2024-11-23 22:19:16
