Device,Mode,Bus Voltage (V),Shunt Voltage (V),Current (A),Power (W),Timestamp
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:00
Thermostat,Connecting,5.048,0.134,1.344,6.7845,2024-11-03 00:15:01
Thermostat,Connecting,5.048,0.135,1.354,6.833,2024-11-03 00:15:02
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:03
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:04
Thermostat,Connecting,5.048,0.135,1.354,6.833,2024-11-03 00:15:05
Thermostat,Connecting,5.048,0.134,1.344,6.7845,2024-11-03 00:15:06
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:07
Thermostat,Connecting,5.048,0.134,1.344,6.7845,2024-11-03 00:15:08
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:09
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:11
Thermostat,Connecting,5.048,0.134,1.344,6.7845,2024-11-03 00:15:12
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:13
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:14
Thermostat,Connecting,5.048,0.133,1.331,6.7199,2024-11-03 00:15:15
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:16
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:17
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:18
Thermostat,Connecting,5.048,0.135,1.347,6.8007,2024-11-03 00:15:19
Thermostat,Connecting,5.04,0.134,1.344,6.7738,2024-11-03 00:15:20
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:22
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:23
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:24
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:25
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:26
Thermostat,Connecting,5.048,0.133,1.331,6.7199,2024-11-03 00:15:27
Thermostat,Connecting,5.048,0.136,1.36,6.8653,2024-11-03 00:15:28
Thermostat,Connecting,5.048,0.133,1.334,6.7361,2024-11-03 00:15:29
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:30
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:31
Thermostat,Connecting,5.048,0.133,1.328,6.7037,2024-11-03 00:15:33
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:34
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:35
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:36
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:37
Thermostat,Connecting,5.048,0.134,1.344,6.7845,2024-11-03 00:15:38
Thermostat,Connecting,5.048,0.135,1.347,6.8007,2024-11-03 00:15:39
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:40
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:41
Thermostat,Connecting,5.048,0.134,1.344,6.7845,2024-11-03 00:15:42
Thermostat,Connecting,5.048,0.134,1.344,6.7845,2024-11-03 00:15:44
Thermostat,Connecting,5.048,0.135,1.347,6.8007,2024-11-03 00:15:45
Thermostat,Connecting,5.048,0.134,1.344,6.7845,2024-11-03 00:15:46
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:47
Thermostat,Connecting,5.048,0.133,1.334,6.7361,2024-11-03 00:15:48
Thermostat,Connecting,5.048,0.135,1.347,6.8007,2024-11-03 00:15:49
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:50
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:51
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:52
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:53
Thermostat,Connecting,5.04,0.103,1.027,5.1771,2024-11-03 00:15:55
Thermostat,Connecting,5.048,0.132,1.322,6.6714,2024-11-03 00:15:56
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 00:15:57
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 00:15:58
Thermostat,Connecting,5.048,0.131,1.312,6.623,2024-11-03 20:52:51
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:52:52
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:52:53
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:52:54
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:52:55
Thermostat,Connecting,5.056,0.132,1.318,6.6658,2024-11-03 20:52:56
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:52:58
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:52:59
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:53:00
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:01
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:03
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:04
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:53:05
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:06
Thermostat,Connecting,5.056,0.132,1.322,6.682,2024-11-03 20:53:07
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:53:08
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:09
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:10
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:11
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:12
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:53:14
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:15
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:16
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:17
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:18
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:19
Thermostat,Connecting,5.056,0.132,1.315,6.6497,2024-11-03 20:53:20
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:21
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:22
Thermostat,Connecting,5.056,0.132,1.315,6.6497,2024-11-03 20:53:23
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:53:25
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:53:26
Thermostat,Connecting,5.056,0.134,1.344,6.7953,2024-11-03 20:53:27
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:28
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:29
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:30
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:31
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:32
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:33
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:34
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:36
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:37
Thermostat,Connecting,5.056,0.132,1.318,6.6658,2024-11-03 20:53:38
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:39
Thermostat,Connecting,5.056,0.136,1.357,6.86,2024-11-03 20:53:40
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:41
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:42
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:43
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:44
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:45
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:53:47
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:48
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:49
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:50
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:51
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:52
Thermostat,Connecting,5.056,0.137,1.373,6.9409,2024-11-03 20:53:53
Thermostat,Connecting,5.056,0.135,1.347,6.8114,2024-11-03 20:53:54
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:53:55
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:56
Thermostat,Connecting,5.056,0.132,1.315,6.6497,2024-11-03 20:53:58
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:53:59
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:00
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:54:01
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:02
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:54:03
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:04
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:54:05
Thermostat,Connecting,5.016,0.217,2.166,10.8667,2024-11-03 20:54:06
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:54:07
Thermostat,Connecting,5.056,0.132,1.322,6.682,2024-11-03 20:54:09
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:10
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:11
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:12
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:54:13
Thermostat,Connecting,5.048,0.133,1.334,6.7361,2024-11-03 20:54:14
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:15
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:16
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:54:17
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:18
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:20
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:21
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:22
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:23
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:54:24
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:25
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:54:26
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:54:27
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:54:28
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:29
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:31
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:54:32
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:33
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:34
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:35
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:36
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:37
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:54:38
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:39
Thermostat,Connecting,5.048,0.133,1.331,6.7199,2024-11-03 20:54:40
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:42
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:43
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:44
Thermostat,Connecting,5.056,0.133,1.328,6.7144,2024-11-03 20:54:45
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:46
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:47
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:48
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:49
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:50
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:54:51
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:54:53
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:54
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:55
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:56
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:54:57
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:54:58
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:54:59
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:55:00
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:55:01
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:55:02
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:04
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:55:05
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:06
Thermostat,Connecting,5.048,0.133,1.331,6.7199,2024-11-03 20:55:07
Thermostat,Connecting,5.056,0.132,1.322,6.682,2024-11-03 20:55:08
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:09
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:10
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:11
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:12
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:13
Thermostat,Connecting,5.056,0.136,1.357,6.86,2024-11-03 20:55:15
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:16
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:17
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:18
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:55:19
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:20
Thermostat,Connecting,5.056,0.131,1.312,6.6335,2024-11-03 20:55:21
Thermostat,Connecting,5.048,0.133,1.331,6.7199,2024-11-03 20:55:22
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:23
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:24
Thermostat,Connecting,5.048,0.132,1.322,6.6714,2024-11-03 20:55:26
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:27
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:28
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:29
Thermostat,Connecting,5.056,0.135,1.354,6.8438,2024-11-03 20:55:30
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:55:31
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:32
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:33
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:34
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:55:35
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:37
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 20:55:38
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:39
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:40
Thermostat,Connecting,5.056,0.196,1.955,9.8855,2024-11-03 20:55:41
Thermostat,Connecting,5.056,0.135,1.347,6.8114,2024-11-03 20:55:42
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:55:43
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:55:44
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:55:45
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:55:46
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:55:48
Thermostat,Connecting,5.048,0.213,2.134,10.7745,2024-11-03 20:55:49
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:55:50
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:55:51
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:52
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:55:53
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:55:54
Thermostat,Connecting,5.048,0.133,1.331,6.7199,2024-11-03 20:55:55
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:55:56
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:55:57
Thermostat,Connecting,5.048,0.134,1.341,6.7684,2024-11-03 20:55:59
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:00
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:56:01
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:56:02
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:03
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:56:04
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:05
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 20:56:06
Thermostat,Connecting,5.056,0.132,1.322,6.682,2024-11-03 20:56:07
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:56:08
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:56:10
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:11
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:56:12
Thermostat,Connecting,5.048,0.133,1.334,6.7361,2024-11-03 20:56:13
Thermostat,Connecting,5.048,0.133,1.334,6.7361,2024-11-03 20:56:14
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:56:15
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:56:16
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:56:17
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 20:56:18
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 20:56:19
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:21
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:56:22
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:23
Thermostat,Connecting,5.056,0.132,1.318,6.6658,2024-11-03 20:56:24
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:25
Thermostat,Connecting,5.048,0.133,1.331,6.7199,2024-11-03 20:56:26
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:27
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 20:56:28
Thermostat,Connecting,5.048,0.132,1.322,6.6714,2024-11-03 20:56:29
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 20:56:30
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:32
Thermostat,Connecting,5.056,0.132,1.325,6.6982,2024-11-03 20:56:33
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:34
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:35
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:56:36
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:56:37
Thermostat,Connecting,5.048,0.134,1.338,6.7522,2024-11-03 20:56:38
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:56:39
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:40
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:56:41
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:56:43
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:45
Thermostat,Connecting,5.056,0.133,1.331,6.7305,2024-11-03 20:56:46
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:56:47
Thermostat,Connecting,5.056,0.134,1.341,6.7791,2024-11-03 20:56:48
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:56:49
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:50
Thermostat,Connecting,5.048,0.133,1.334,6.7361,2024-11-03 20:56:51
Thermostat,Connecting,5.056,0.134,1.338,6.7629,2024-11-03 20:56:52
Thermostat,Connecting,5.056,0.133,1.334,6.7467,2024-11-03 20:56:53
Thermostat,Connecting,5.048,0.158,1.578,7.9637,2024-11-23 19:15:57
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:15:59
Thermostat,Connecting,5.032,0.157,1.574,7.9224,2024-11-23 19:16:00
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:01
Thermostat,Connecting,5.048,0.158,1.584,7.9960,2024-11-23 19:16:02
Thermostat,Connecting,5.048,0.159,1.590,8.0283,2024-11-23 19:16:03
Thermostat,Connecting,5.048,0.159,1.587,8.0122,2024-11-23 19:16:04
Thermostat,Connecting,5.048,0.159,1.590,8.0283,2024-11-23 19:16:05
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:06
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:07
Thermostat,Connecting,5.056,0.159,1.587,8.0249,2024-11-23 19:16:08
Thermostat,Connecting,5.056,0.159,1.594,8.0572,2024-11-23 19:16:09
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:10
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:11
Thermostat,Connecting,5.048,0.158,1.584,7.9960,2024-11-23 19:16:12
Thermostat,Connecting,5.048,0.159,1.590,8.0283,2024-11-23 19:16:18
Thermostat,Connecting,5.048,0.159,1.590,8.0283,2024-11-23 19:16:19
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:20
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:21
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:22
Thermostat,Connecting,5.056,0.160,1.597,8.0734,2024-11-23 19:16:23
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:24
Thermostat,Connecting,5.048,0.159,1.590,8.0283,2024-11-23 19:16:25
Thermostat,Connecting,5.056,0.159,1.594,8.0572,2024-11-23 19:16:26
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:27
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:28
Thermostat,Connecting,5.048,0.159,1.590,8.0283,2024-11-23 19:16:29
Thermostat,Connecting,5.048,0.158,1.584,7.9960,2024-11-23 19:16:30
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:31
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:32
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:33
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:34
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:35
Thermostat,Connecting,5.056,0.157,1.571,7.9440,2024-11-23 19:16:36
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:37
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:38
Thermostat,Connecting,5.048,0.159,1.590,8.0283,2024-11-23 19:16:39
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:40
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:41
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:42
Thermostat,Connecting,5.048,0.159,1.590,8.0283,2024-11-23 19:16:43
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:44
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:45
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:46
Thermostat,Connecting,5.048,0.160,1.600,8.0768,2024-11-23 19:16:47
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:48
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:49
Thermostat,Connecting,5.048,0.159,1.587,8.0122,2024-11-23 19:16:50
Thermostat,Connecting,5.048,0.189,1.891,9.5468,2024-11-23 19:16:51
Thermostat,Connecting,5.048,0.161,1.606,8.1091,2024-11-23 19:16:52
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:53
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:54
Thermostat,Connecting,5.048,0.159,1.590,8.0283,2024-11-23 19:16:55
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:56
Thermostat,Connecting,5.048,0.159,1.594,8.0445,2024-11-23 19:16:57
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:58
Thermostat,Connecting,5.048,0.160,1.597,8.0606,2024-11-23 19:16:59
